address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,name_tk,sector
"One American Road,Dearborn, MI 48126-1899,United States","186,000",1957,Mr. William Clay Ford Jr.,3.66M,Exec. Chairman,1962,Mr. James D. Farley Jr.,2.27M,"Pres, CEO & Director",1955,Mr. James Patrick Hackett,4.17M,Advisor,The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 10; Compensation: 9.,Auto Manufacturers,Ford Motor Company (F),Consumer Cyclical
"899 Kifer Road,Sunnyvale, CA 94086,United States",,1963,Mr. Ken  Xie,1.5M,"Founder, Chairman & CEO",1969,Mr. Michael  Xie,706.37k,"Founder, Pres, CTO & Director",1959,Mr. Keith F. Jensen,787.99k,CFO & Chief Accounting Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 8; Compensation: 9.,Software—Infrastructure,"Fortinet, Inc. (FTNT)",Technology
"6920 Seaway Boulevard,Everett, WA 98203,United States","17,000",1966,Mr. James A. Lico,3.77M,"Pres, CEO & Director",1961,Mr. Charles E. McLaughlin,1.86M,Sr. VP & CFO,1962,Mr. Patrick K. Murphy,1.22M,Sr. VP,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 8; Compensation: 1.,Scientific & Technical Instruments,Fortive Corporation (FTV),Technology
"520 Lake Cook Road,Deerfield, IL 60015,United States","27,000",1975,Mr. Nicholas Ian Fink,1.67M,CEO & Director,1968,Mr. Patrick D. Hallinan,1.11M,Sr. VP & CFO,1971,Mr. Brett E. Finley,934.05k,Pres of Outdoors & Security,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 9; Compensation: 7.,"Furnishings, Fixtures & Appliances","Fortune Brands Home & Security, Inc. (FBHS)",Consumer Cyclical
"1211 Avenue of the Americas,New York, NY 10036,United States","9,000",1931,Mr. Keith Rupert Murdoch AC,12.85M,Exec. Chairman,1971,Mr. Lachlan Keith Murdoch,11.8M,Exec. Chairman & CEO,1969,Mr. Steven Silvester Tomsic,4.82M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 10; Compensation: 5.,Broadcasting,Fox Corporation (FOXA),Communication Services
"1211 Avenue of the Americas,New York, NY 10036,United States","9,000",1931,Mr. Keith Rupert Murdoch AC,12.85M,Exec. Chairman,1971,Mr. Lachlan Keith Murdoch,11.8M,Exec. Chairman & CEO,1969,Mr. Steven Silvester Tomsic,4.82M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 10; Compensation: 5.,Broadcasting,Fox Corporation (FOX),Communication Services
"One Franklin Parkway,San Mateo, CA 94403,United States","11,400",1961,"Mr. Gregory Eugene Johnson C.P.A., CPA",3.78M,Exec. Chairman,1964,Ms. Jennifer M. Johnson,4.68M,"Pres, CEO & Director",1973,Mr. Matthew  Nicholls,3.38M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 3; Compensation: 6.,Asset Management,"Franklin Resources, Inc. (BEN)",Financial Services
"333 North Central Avenue,Phoenix, AZ 85004-2189,United States",,1947,Mr. Richard C. Adkerson,4.85M,Chairman & CEO,1964,Ms. Kathleen Lynne Quirk,2.32M,Pres & CFO,,Mr. Stephen T. Higgins,,Sr. VP & Chief Admin. Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 5; Compensation: 9.,Copper,Freeport-McMoRan Inc. (FCX),Basic Materials
"2 Folsom Street,San Francisco, CA 94105,United States","129,000",1949,Dr. Bobby L. Martin,146.25k,Exec. Chairman,1970,Ms. Sonia  Syngal,1.17M,"CEO, Pres & Director",1966,Ms. Julie  Gruber,801.58k,"Chief Legal, Compliance & Sustainability Officer and Corp. Sec.",The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 6; Compensation: 9.,Apparel Retail,"The Gap, Inc. (GPS)",Consumer Cyclical
"Muhlentalstrasse 2,Schaffhausen 8200,Switzerland","15,000",1949,Dr. Min-Hwan  Kao,383.31k,Co-Founder & Exec. Chairman,1966,Mr. Clifton  Albert Pemble,1.03M,"Pres, CEO & Director",1963,Mr. Douglas Gerard Boessen,649.13k,"CFO, Principal Accounting Officer & Treasurer",The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 7; Compensation: 8.,Scientific & Technical Instruments,Garmin Ltd. (GRMN),Technology
"56 Top Gallant Road,PO Box 10212,Stamford, CT 06902,United States","16,724",1957,Mr. Eugene A. Hall,1.95M,CEO & Director,1969,Mr. Craig W. Safian,1.14M,Exec. VP & CFO,1966,Mr. Alwyn  Dawkins,943.29k,Exec. VP of Global Bus. Sales,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 4; Compensation: 3.,Information Technology Services,"Gartner, Inc. (IT)",Technology
"5 Necco Street,Boston, MA 02210,United States",,1963,Mr. H. Lawrence Culp Jr.,8.12M,Chairman & CEO,1963,Mr. L. Kevin Cox,5.36M,Sr. VP & Chief HR Officer,1972,Ms. Carolina  Dybeck Happe,,Sr. VP & CFO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 3; Compensation: 10.,Specialty Industrial Machinery,General Electric Company (GE),Industrials
"Number One General Mills Boulevard,Minneapolis, MN 55426,United States","35,000",1967,Mr. Jeffrey L. Harmening,5.19M,Chairman & CEO,1971,Mr. Kofi A. Bruce,1.2M,Chief Financial Officer,1961,Mr. Richard C. Allendorf,1.57M,"Sr. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 7; Compensation: 3.,Packaged Foods,"General Mills, Inc. (GIS)",Consumer Defensive
"300 Renaissance Center,Detroit, MI 48265-3000,United States","155,000",1962,Ms. Mary T. Barra,5.66M,Chairman & CEO,1964,Mr. Mark L. Reuss,2.6M,Pres,1958,Mr. Craig B. Glidden,1.61M,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 5; Compensation: 3.,Auto Manufacturers,General Motors Company (GM),Consumer Cyclical
"2999 Wildwood Parkway,Atlanta, GA 30339,United States","55,000",1957,Mr. Paul D. Donahue,2.8M,Chairman & CEO,1964,Ms. Carol B. Yancey,1.34M,"Exec. VP, CFO & Chief Accounting Officer",1962,Mr. James R. Neill,700.72k,Exec. VP & Chief HR Officer,The pillar scores are Audit: 5; Board: 6; Shareholder Rights: 6; Compensation: 7.,Specialty Retail,Genuine Parts Company (GPC),Consumer Cyclical
"333 Lakeside Drive,Foster City, CA 94404,United States",,1964,Mr. Daniel P.  O'Day,10.86M,Chairman & CEO,1970,Mr. Andrew D. Dickinson,6.91M,Exec. VP & CFO,1968,Mr. Brett A. Pletcher,2.14M,"Exec. VP of Corp. Affairs, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 2; Compensation: 9.,Drug Manufacturers—General,"Gilead Sciences, Inc. (GILD)",Healthcare
"3700 South Stonebridge Drive,Post Office Box 8080,McKinney, TX 75070,United States",,1953,Mr. Gary Lee Coleman,2.6M,Co-Chairman & CEO,1954,Mr. Larry Mac Hutchison,2.57M,Co-Chairman & CEO,1962,Mr. Frank Martin Svoboda,1.02M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 5; Compensation: 6.,Insurance—Life,Globe Life Inc. (GL),Financial Services
"3550 Lenox Road,Atlanta, GA 30326,United States","24,000",1967,Mr. Jeffrey S. Sloan J.D.,3.71M,CEO & Director,1972,Mr. Cameron M. Bready,1.81M,Pres & COO,1971,Mr. Paul Michael Todd,565.12k,Sr. EVP & CFO,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 3; Compensation: 8.,Specialty Business Services,Global Payments Inc. (GPN),Industrials
"200 West Street,New York, NY 10282,United States","40,500",1962,Mr. David Michael Solomon,9.93M,Chairman & CEO,1970,Mr. John E. Waldron,11.18M,Pres & COO,1965,Mr. Stephen M. Scherr,10.33M,Exec. VP & CFO,The pillar scores are Audit: 5; Board: 3; Shareholder Rights: 5; Compensation: 10.,Capital Markets,"The Goldman Sachs Group, Inc. (GS)",Financial Services
"3000 North Sam Houston Parkway East,Houston, TX 77032,United States","40,000",1964,Mr. Jeffrey Allen Miller,9.03M,"Pres, CEO & Chairman",1978,Mr. Lance  Loeffler,1.12M,Exec. VP & CFO,1957,Mr. Joe D. Rainey,6.59M,Pres of Eastern Hemisphere,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 2; Compensation: 8.,Oil & Gas Equipment & Services,Halliburton Company (HAL),Energy
"100 Grainger Parkway,Lake Forest, IL 60045-5201,United States",,1968,Mr. Donald G. Macpherson,2.68M,Chairman & CEO,1969,Ms. Deidra Cheeks Merriwether,754.81k,CFO & Sr. VP,1958,Mr. John L. Howard,1.54M,Sr. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 3; Compensation: 3.,Industrial Distribution,"W.W. Grainger, Inc. (GWW)",Industrials
"1000 East Hanes Mill Road,Winston-Salem, NC 27105,United States","61,000",1966,Mr. Michael E. Faircloth,1.2M,"Group Pres of Global Operations, American Casualwear & E-Commerce",1960,Ms. Joia M. Johnson,1.26M,"Chief Admin. Officer, Chief Legal Officer, Gen. Counsel & Corp. Sec.",1959,Mr. Gerald W. Evans Jr.,3.59M,Advisor,The pillar scores are Audit: 5; Board: 8; Shareholder Rights: 10; Compensation: 5.,Apparel Manufacturing,Hanesbrands Inc. (HBI),Consumer Cyclical
"One Hartford Plaza,Hartford, CT 06155,United States",,1961,Mr. Christopher Jerome Swift,5.84M,Chairman & CEO,1960,Mr. Douglas Graham Elliot,3.9M,Pres,1968,Ms. Beth A. Costello,2.64M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 4; Compensation: 2.,Insurance—Diversified,"The Hartford Financial Services Group, Inc. (HIG)",Financial Services
"1027 Newport Avenue,PO Box 1059,Pawtucket, RI 02861-1059,United States",,1964,Mr. Brian D. Goldner,5.58M,Chairman & CEO,1961,"Mr. John A. Frascotti B.A., BA, J.D.",2.74M,"Pres, COO & Director",1964,Ms. Deborah M. Thomas,2.25M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 7; Compensation: 4.,Leisure,"Hasbro, Inc. (HAS)",Consumer Cyclical
"One Park Plaza,Nashville, TN 37203,United States",,1960,Mr. Samuel N. Hazen,5.64M,CEO & Director,1964,Mr. William B. Rutherford,3.06M,Exec. VP & CFO,1961,"Dr. Jonathan B. Perlin M.D., Ph.D., MSHA, FACP, FACMI",2.12M,Pres of Clinical Services Group & Chief Medical Officer,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 2; Compensation: 3.,Medical Care Facilities,"HCA Healthcare, Inc. (HCA)",Healthcare
"5050 South Syracuse Street,Suite 800,Denver, CO 80237,United States",,1963,Mr. Thomas M. Herzog,3.98M,CEO & Non-Independent Director,1977,Mr. Scott M. Brinker,2.29M,Pres & Chief Investment Officer,1980,Mr. Peter A. Scott,2.07M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 7; Compensation: 1.,REIT—Healthcare Facilities,"Healthpeak Properties, Inc. (PEAK)",Real Estate
"135 Duryea Road,Melville, NY 11747,United States","19,000",1950,Mr. Stanley M. Bergman,4.77M,Exec. Chairman & CEO,1954,Mr. James P. Breslawski,1.52M,Exec. Vice Chairman & Pres,1957,Mr. Steven  Paladino,1.66M,"Exec. VP, CFO & Exec. Director",The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 7; Compensation: 4.,Medical Distribution,"Henry Schein, Inc. (HSIC)",Healthcare
"19 East Chocolate Avenue,Hershey, PA 17033,United States",,1962,Ms. Michele Gross Buck,4.09M,"Chairman, Pres & CEO",1968,Mr. Steven E. Voskuil,1.42M,"Sr. VP, CFO & Chief Accounting Officer",,Ms. Melissa  Poole,,VP of Investor Relations,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 10; Compensation: 4.,Confectioners,The Hershey Company (HSY),Consumer Defensive
"1185 Avenue of the Americas,40th Floor,New York, NY 10036,United States",,1954,Mr. John B. Hess,4.8M,CEO & Director,1961,Mr. Gregory P. Hill,3.21M,Pres & COO,1962,Mr. John P. Rielly,1.82M,Sr. VP & CFO,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 7; Compensation: 2.,Oil & Gas E&P,Hess Corporation (HES),Energy
"11445 Compaq Center West Drive,Houston, TX 77070,United States","59,400",1967,Mr. Antonio Fabio Neri,3.41M,"CEO, Pres & Director",1965,"Mr. Tarek A. Robbiati M.B.A., M.Sc.",2.73M,Exec. VP & CFO,1964,Mr. John F. Schultz,2M,Exec. VP and Chief Operating & Legal Officer,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 4; Compensation: 6.,Communication Equipment,Hewlett Packard Enterprise Company (HPE),Technology
"7930 Jones Branch Drive,Suite 1100,McLean, VA 22102,United States","173,000",1963,Mr. Christopher J. Nassetta,4.12M,"Pres, CEO & Director",1972,Mr. Kevin J. Jacobs,1.93M,"CFO & Pres, Global Devel.",1965,Mr. Matthew W. Schuyler,1.95M,Chief Admin. Officer,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 6; Compensation: 8.,Lodging,Hilton Worldwide Holdings Inc. (HLT),Consumer Cyclical
"2828 North Harwood,Suite 1300,Dallas, TX 75201,United States","4,074",1966,Mr. Michael C. Jennings,585.21k,"CEO, Pres & Director",1978,"Mr. Richard Lawrence Voliva III, C.F.A., CFA",1.44M,Exec. VP & CFO,1959,Mr. Thomas G. Creery,1.07M,Sr. VP of Commercial,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 6; Compensation: 5.,Oil & Gas Refining & Marketing,HollyFrontier Corporation (HFC),Energy
"250 Campus Drive,Marlborough, MA 01752,United States","5,814",1964,Mr. Stephen P. MacMillan,4.76M,"Chairman, CEO & Pres",1970,Ms. Karleen M. Oberton,1.45M,Chief Financial Officer,1961,Mr. John M. Griffin,1.38M,Gen. Counsel,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 6; Compensation: 9.,Medical Instruments & Supplies,"Hologic, Inc. (HOLX)",Healthcare
"2455 Paces Ferry Road,Atlanta, GA 30339,United States","400,000",1958,Mr. Craig A. Menear,3.47M,Chairman & CEO,1963,Mr. Edward P. Decker,1.53M,Pres & COO,1971,Mr. Richard V. McPhail,1.11M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 1; Compensation: 5.,Home Improvement Retail,"The Home Depot, Inc. (HD)",Consumer Cyclical
"300 South Tryon Street,Charlotte, NC 28202,United States",,1966,Mr. Darius E. Adamczyk,6.53M,"Chairman, CEO & Pres",1969,Mr. Gregory Peter Lewis,2.95M,Sr. VP & CFO,1965,Ms. Anne T. Madden,2.8M,Sr. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 3; Compensation: 1.,Specialty Industrial Machinery,Honeywell International Inc. (HON),Industrials
"1 Hormel Place,Austin, MN 55912-3680,United States","19,100",1967,Mr. James P. Snee,6.59M,"Chairman, Pres & CEO",1955,Mr. James N. Sheehan,1.83M,Exec. VP & CFO,1967,Ms. Lori J. Marco,1.24M,Sr. VP of External Affairs & Gen. Counsel,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 7; Compensation: 1.,Packaged Foods,Hormel Foods Corporation (HRL),Consumer Defensive
"4747 Bethesda Avenue,Suite 1300,Bethesda, MD 20817,United States",175,1956,Mr. James F. Risoleo,3.16M,"Pres, CEO & Director",1973,Mr. Nathan S. Tyrrell,1.42M,Exec. VP & Chief Investment Officer,1958,Ms. Joanne G. Hamilton,1.17M,Exec. VP of HR & Corp. Responsibility,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 9; Compensation: 3.,REIT—Hotel & Motel,"Host Hotels & Resorts, Inc. (HST)",Real Estate
"201 Isabella Street,Suite 200,Pittsburgh, PA 15212-5872,United States",,1954,Mr. John C. Plant,21.98M,Exec. Chairman & Co-CEO,1966,Mr. Kenneth J. Giacobbe,1.94M,Exec. VP & CFO,1968,Ms. Katherine Hargrove Ramundo,1.58M,"Exec. VP, Chief Legal Officer & Corp. Sec.",The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 3; Compensation: 10.,Specialty Industrial Machinery,Howmet Aerospace Inc. (HWM),Industrials
"1501 Page Mill Road,Palo Alto, CA 94304,United States","53,000",1966,Mr. Enrique J. Lores,1.67M,"CEO, Pres & Director",1969,Ms. Kim M. Rivera,1.86M,Special Advisor to Chief Exec. Officer,1972,Mr. Alex  Cho,1.96M,Pres of Personal Systems,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 2; Compensation: 7.,Computer Hardware,HP Inc. (HPQ),Technology
"Humana Building,500 West Main Street,Louisville, KY 40202,United States",,1962,Mr. Bruce Dale Broussard,5.43M,"Pres, CEO & Director",1973,Mr. Brian Andrew Kane,2.12M,Chief Financial Officer,1966,Mr. Timothy S. Huval,1.8M,Chief Admin. Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 6; Compensation: 5.,Healthcare Plans,Humana Inc. (HUM),Healthcare
"Huntington Center,41 South High Street,Columbus, OH 43287,United States","15,477",1959,Mr. Stephen D. Steinour,2.79M,"Chairman, Pres & CEO",1975,Mr. Zachary J. Wasserman,198.09k,CFO & Sr. EVP,1964,Mr. Paul G. Heller,1.32M,Chief Technology and Operations Officer & Sr. EVP,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 10; Compensation: 2.,Banks—Regional,Huntington Bancshares Incorporated (HBAN),Financial Services
"4101 Washington Avenue,Newport News, VA 23607,United States","42,000",1960,Mr. C. Michael Petters,1.51M,"Pres, CEO & Director",1964,Mr. Christopher D. Kastner,1.1M,Exec. VP & CFO,1964,Ms. Jennifer R. Boykin,951.04k,Exec. VP & Pres of Newport News Shipbuilding,The pillar scores are Audit: 2; Board: 3; Shareholder Rights: 8; Compensation: 2.,Aerospace & Defense,"Huntington Ingalls Industries, Inc. (HII)",Industrials
"1925 West Field Court,Suite 200,Lake Forest, IL 60045-4824,United States","7,000",1967,Mr. Eric D. Ashleman,1.22M,"CEO, Pres & Director",1979,Mr. William K. Grogan,971.83k,CFO & Sr. VP,1962,Ms. Denise R. Cade,888.53k,"Sr. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 10; Compensation: 1.,Specialty Industrial Machinery,IDEX Corporation (IEX),Industrials
"One IDEXX Drive,Westbrook, ME 04092,United States","9,000",1961,Mr. Jonathan J. Mazelsky,1.62M,"Pres, CEO & Director",1962,Mr. Brian P. McKeon,1.14M,"CFO, Exec. VP & Treasurer",1961,Ms. Sharon E. Underberg,809.42k,"Sr. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 8; Compensation: 3.,Diagnostics & Research,"IDEXX Laboratories, Inc. (IDXX)",Healthcare
"Ropemaker Place,4th Floor 25 Ropemaker Street,London EC2Y 9LY,United Kingdom","16,000",1962,Mr. Lance  Uggla,2.99M,Chairman & CEO,1971,Mr. Jonathan  Gear,1.01M,CFO & Exec. VP,1971,Ms. Sari  Granat,934.56k,"Exec. VP, Chief Admin. Officer & Gen. Counsel",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 8; Compensation: 8.,Consulting Services,IHS Markit Ltd. (INFO),Industrials
"155 Harlem Avenue,Glenview, IL 60025-4075,United States","43,000",1962,Mr. E. Scott Santi,6.15M,Chairman & CEO,1969,Mr. Michael M. Larsen,2.26M,Sr. VP & CFO,1956,Mr. Steven L. Martindale,1.41M,Exec. VP of Test & Measurement and Electronics Segment,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 2; Compensation: 4.,Specialty Industrial Machinery,Illinois Tool Works Inc. (ITW),Industrials
"5200 Illumina Way,San Diego, CA 92122,United States","7,700",1971,Mr. Francis A. deSouza,,"CEO, Pres & Director",1970,Mr. Sam A. Samad,626.7k,CFO & Sr. VP,1971,Dr. Joydeep  Goswami,384.38k,Sr. VP of Corp. Devel. & Strategic Planning,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 6; Compensation: 7.,Diagnostics & Research,"Illumina, Inc. (ILMN)",Healthcare
"1801 Augustine Cut-Off,Wilmington, DE 19803,United States","1,773",1960,Mr. Herve  Hoppenot,2.47M,"Chairman, Pres & CEO",1971,Ms. Christiana  Stamoulis,1.2M,Exec. VP & CFO,1963,Dr. Wenqing  Yao,847.81k,Exec. VP & Head of Discovery Chemistry,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 7; Compensation: 6.,Biotechnology,Incyte Corporation (INCY),Healthcare
"800-A Beaty Street,Davidson, NC 28036,United States","16,000",1975,Mr. Vicente  Reynal,1.19M,"CEO, Pres & Director",1972,Mr. Andrew R. Schiesl,611.32k,"Sr. VP, Gen. Counsel, Chief Compliance Officer & Sec.",1962,Mr. Michael A. Weatherred,440.32k,"Sr. VP of IR Execution Excellence (IRX), Strategy & Bus. Devel.",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 10; Compensation: 8.,Specialty Industrial Machinery,Ingersoll Rand Inc. (IR),Industrials
"2200 Mission College Boulevard,Santa Clara, CA 95054-1549,United States","110,600",1960,Mr. Robert H. Swan,5.21M,CEO & Director,1958,Mr. George S. Davis,4.23M,Exec. VP & CFO,1969,Mr. Gregory M. Bryant,2.08M,Exec. VP & GM of Client Computing Group,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 2; Compensation: 10.,Semiconductors,Intel Corporation (INTC),Technology
"5660 New Northside Drive NW,3rd Floor,Atlanta, GA 30328,United States","8,890",1955,Mr. Jeffrey C. Sprecher,3.66M,"Founder, Chairman & CEO",1973,Mr. Benjamin R. Jackson,1.88M,Pres,1967,Mr. Scott Anthony Hill,2.04M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 7; Compensation: 1.,Financial Data & Stock Exchanges,"Intercontinental Exchange, Inc. (ICE)",Financial Services
